name,month,day,hour,lat,long,status,category,wind,pressure,ts_diameter,hu_diameter
Arthur,7,22,6,8.8,-41.9,tropical depression,-1,25,1010,NA,NA
Arthur,7,22,12,8.9,-43.2,tropical depression,-1,25,1010,NA,NA
Arthur,7,22,18,9.3,-44.6,tropical depression,-1,25,1010,NA,NA
Arthur,7,23,0,9.3,-46.4,tropical depression,-1,25,1010,NA,NA
Arthur,7,23,6,9.2,-48.4,tropical depression,-1,25,1010,NA,NA
Arthur,7,23,12,9.2,-50.3,tropical depression,-1,25,1010,NA,NA
Arthur,7,23,18,9.4,-52.1,tropical depression,-1,25,1009,NA,NA
Arthur,7,24,0,9.7,-53.7,tropical depression,-1,30,1008,NA,NA
Arthur,7,24,6,10.1,-55.3,tropical depression,-1,30,1007,NA,NA
Arthur,7,24,12,10.5,-56.8,tropical storm,0,35,1006,NA,NA
Arthur,7,24,18,10.8,-58.5,tropical storm,0,35,1005,NA,NA
Arthur,7,25,0,11.1,-60,tropical storm,0,40,1004,NA,NA
Arthur,7,25,6,11.7,-61.3,tropical storm,0,45,1003,NA,NA
Arthur,7,25,12,12.4,-62.5,tropical storm,0,50,1001,NA,NA
Arthur,7,25,18,13.1,-63.7,tropical storm,0,60,995,NA,NA
Arthur,7,26,0,13.7,-65,tropical storm,0,60,997,NA,NA
Arthur,7,26,6,14.2,-66.4,tropical storm,0,50,1000,NA,NA
Arthur,7,26,12,14.8,-67.9,tropical storm,0,45,1002,NA,NA
Arthur,7,26,18,15.6,-69.8,tropical storm,0,40,1007,NA,NA
Arthur,7,27,0,16.2,-71.8,tropical storm,0,35,1009,NA,NA
Arthur,7,27,6,16.6,-73.8,tropical depression,-1,30,1010,NA,NA
Arthur,7,27,12,16.5,-75.6,tropical depression,-1,30,1010,NA,NA
Cesar,7,31,0,10.1,-22.2,tropical depression,-1,25,1014,NA,NA
Cesar,7,31,6,10.4,-23.3,tropical depression,-1,25,1013,NA,NA
Cesar,7,31,12,10.8,-24.5,tropical depression,-1,25,1013,NA,NA
Cesar,7,31,18,11.1,-25.6,tropical depression,-1,25,1013,NA,NA
Cesar,8,1,0,11.5,-26.9,tropical depression,-1,25,1013,NA,NA
Cesar,8,1,6,12.2,-28.3,tropical depression,-1,25,1012,NA,NA
Cesar,8,1,12,13.4,-29.7,tropical depression,-1,30,1012,NA,NA
Cesar,8,1,18,14.6,-31.2,tropical depression,-1,30,1009,NA,NA
Cesar,8,2,0,15.4,-32.3,tropical storm,0,35,1005,NA,NA
Cesar,8,2,6,16.1,-33.5,tropical storm,0,45,1002,NA,NA
Cesar,8,2,12,16.7,-34.7,tropical storm,0,45,1000,NA,NA
Cesar,8,2,18,17.4,-35.9,tropical storm,0,45,1000,NA,NA
Cesar,8,3,0,18.1,-37.1,tropical storm,0,45,1000,NA,NA
Cesar,8,3,6,18.8,-38.4,tropical storm,0,45,1000,NA,NA
Cesar,8,3,12,19.3,-39.7,tropical storm,0,45,1000,NA,NA
Cesar,8,3,18,19.8,-40.8,tropical storm,0,45,1000,NA,NA
Cesar,8,4,0,20.4,-41.9,tropical storm,0,45,1000,NA,NA
Cesar,8,4,6,21.2,-42.8,tropical storm,0,45,1000,NA,NA
Cesar,8,4,12,22,-43.5,tropical storm,0,45,1000,NA,NA
Cesar,8,4,18,22.8,-44,tropical storm,0,45,1000,NA,NA
Cesar,8,5,0,23.6,-44.5,tropical storm,0,45,1000,NA,NA
