name,month,day,hour,lat,long,status,category,wind,pressure,ts_diameter,hu_diameter
AL011993,5,31,12,21.5,-84,tropical depression,-1,25,1003,NA,NA
AL011993,5,31,18,22.3,-82,tropical depression,-1,25,1002,NA,NA
AL011993,6,1,0,23.2,-80.3,tropical depression,-1,25,1000,NA,NA
AL011993,6,1,6,24.5,-79,tropical depression,-1,25,1000,NA,NA
AL011993,6,1,12,25.4,-77.5,tropical depression,-1,30,999,NA,NA
AL011993,6,1,18,26.1,-75.8,tropical depression,-1,30,999,NA,NA
AL011993,6,2,0,26.7,-74,tropical depression,-1,30,999,NA,NA
AL011993,6,2,6,27.8,-71.8,tropical depression,-1,30,999,NA,NA
Emily,8,22,18,19.9,-52.6,tropical depression,-1,30,1020,NA,NA
Emily,8,23,0,20.5,-53.6,tropical depression,-1,30,1020,NA,NA
Emily,8,23,6,21.3,-54.8,tropical depression,-1,30,1020,NA,NA
Emily,8,23,12,22.3,-56,tropical depression,-1,30,1020,NA,NA
Emily,8,23,18,23.2,-57.1,tropical depression,-1,30,1020,NA,NA
Emily,8,24,0,24.3,-57.8,tropical depression,-1,30,1020,NA,NA
Emily,8,24,6,25.4,-58.6,tropical depression,-1,30,1020,NA,NA
Emily,8,24,12,26.7,-59.5,tropical depression,-1,30,1020,NA,NA
Emily,8,24,18,27.6,-60,tropical depression,-1,30,1019,NA,NA
Emily,8,25,0,28,-60.3,tropical depression,-1,30,1018,NA,NA
Emily,8,25,6,27.9,-60.5,tropical depression,-1,30,1017,NA,NA
Emily,8,25,12,28,-60.4,tropical storm,0,35,1016,NA,NA
Emily,8,25,18,28.2,-60.4,tropical storm,0,40,1015,NA,NA
Emily,8,26,0,28.3,-60.7,tropical storm,0,45,1013,NA,NA
Emily,8,26,6,27.9,-61,tropical storm,0,55,1010,NA,NA
Emily,8,26,12,27.4,-61.2,tropical storm,0,60,1007,NA,NA
Emily,8,26,18,26.9,-61.7,hurricane,1,65,1004,NA,NA
Emily,8,27,0,26.6,-62.4,tropical storm,0,60,1000,NA,NA
Emily,8,27,6,26.4,-63,tropical storm,0,60,997,NA,NA
Emily,8,27,12,26.3,-63.5,tropical storm,0,60,992,NA,NA
Emily,8,27,18,26.4,-64.4,hurricane,1,65,982,NA,NA
Emily,8,28,0,26.6,-65.2,hurricane,1,75,981,NA,NA
Emily,8,28,6,27,-66.1,hurricane,1,75,982,NA,NA
Emily,8,28,12,27.4,-66.9,hurricane,1,75,981,NA,NA
Emily,8,28,18,28,-67.6,hurricane,1,75,976,NA,NA
Emily,8,29,0,28.6,-68.2,hurricane,1,70,973,NA,NA
Emily,8,29,6,29.3,-68.8,hurricane,1,70,978,NA,NA
Emily,8,29,12,30,-69.2,hurricane,1,70,979,NA,NA
Emily,8,29,18,30.6,-69.7,hurricane,1,70,978,NA,NA
Emily,8,30,0,31.2,-70.2,hurricane,1,70,977,NA,NA
Emily,8,30,6,31.5,-70.8,hurricane,1,70,976,NA,NA
Emily,8,30,12,31.8,-71.4,hurricane,1,75,975,NA,NA
Emily,8,30,18,32,-72.2,hurricane,1,75,974,NA,NA
Emily,8,31,0,32.4,-73,hurricane,1,80,972,NA,NA
Emily,8,31,6,32.9,-73.8,hurricane,2,85,970,NA,NA
Emily,8,31,12,33.6,-74.7,hurricane,2,95,965,NA,NA
Emily,8,31,18,34.5,-75.2,hurricane,3,100,962,NA,NA
