name,month,day,hour,lat,long,status,category,wind,pressure,ts_diameter,hu_diameter
AL012000,6,7,18,21,-93,tropical depression,-1,25,1008,NA,NA
AL012000,6,8,0,20.9,-92.8,tropical depression,-1,25,1009,NA,NA
AL012000,6,8,6,20.7,-93.1,tropical depression,-1,25,1010,NA,NA
AL012000,6,8,12,20.8,-93.5,tropical depression,-1,25,1010,NA,NA
AL022000,6,23,0,9.5,-19.8,tropical depression,-1,25,1010,NA,NA
AL022000,6,23,6,9.6,-21,tropical depression,-1,30,1009,NA,NA
AL022000,6,23,12,9.9,-22.6,tropical depression,-1,30,1009,NA,NA
AL022000,6,23,18,10.2,-24.5,tropical depression,-1,30,1009,NA,NA
AL022000,6,24,0,10.1,-26.2,tropical depression,-1,30,1009,NA,NA
AL022000,6,24,6,9.9,-27.8,tropical depression,-1,30,1009,NA,NA
AL022000,6,24,12,9.9,-29.3,tropical depression,-1,30,1009,NA,NA
AL022000,6,24,18,10.1,-30.1,tropical depression,-1,30,1009,NA,NA
AL022000,6,25,0,10.1,-32.6,tropical depression,-1,30,1009,NA,NA
AL022000,6,25,6,10,-34.2,tropical depression,-1,30,1008,NA,NA
AL022000,6,25,12,9.8,-36.2,tropical depression,-1,30,1009,NA,NA
AL022000,6,25,18,9.7,-38.2,tropical depression,-1,25,1010,NA,NA
Alberto,8,3,18,10.8,-18,tropical depression,-1,25,1007,NA,NA
Alberto,8,4,0,11.5,-20.1,tropical depression,-1,30,1005,NA,NA
Alberto,8,4,6,12,-22.3,tropical storm,0,35,1004,NA,NA
Alberto,8,4,12,12.3,-23.8,tropical storm,0,35,1003,NA,NA
Alberto,8,4,18,12.7,-25.2,tropical storm,0,40,1002,NA,NA
Alberto,8,5,0,13.2,-26.7,tropical storm,0,40,1001,NA,NA
Alberto,8,5,6,13.7,-28.2,tropical storm,0,45,1000,NA,NA
Alberto,8,5,12,14.1,-29.8,tropical storm,0,45,999,NA,NA
Alberto,8,5,18,14.5,-31.4,tropical storm,0,55,994,NA,NA
Alberto,8,6,0,14.5,-33.2,hurricane,1,65,987,NA,NA
Alberto,8,6,6,14.6,-34.4,hurricane,1,65,985,NA,NA
Alberto,8,6,12,14.7,-35.4,hurricane,1,70,983,NA,NA
Alberto,8,6,18,15.2,-36.6,hurricane,1,75,981,NA,NA
Alberto,8,7,0,15.7,-38.1,hurricane,1,75,979,NA,NA
Alberto,8,7,6,16,-39.6,hurricane,1,80,978,NA,NA
Alberto,8,7,12,16.2,-41,hurricane,1,80,977,NA,NA
Alberto,8,7,18,16.5,-42.2,hurricane,1,80,978,NA,NA
Alberto,8,8,0,16.7,-43.6,hurricane,1,75,979,NA,NA
Alberto,8,8,6,17,-44.9,hurricane,1,70,982,NA,NA
Alberto,8,8,12,17.7,-45.7,hurricane,1,70,985,NA,NA
Alberto,8,8,18,18.6,-46.5,hurricane,1,65,987,NA,NA
Alberto,8,9,0,19.6,-47.2,tropical storm,0,60,989,NA,NA
Alberto,8,9,6,20.6,-48.5,tropical storm,0,60,992,NA,NA
Alberto,8,9,12,21.9,-49.9,tropical storm,0,55,994,NA,NA
Alberto,8,9,18,23.4,-51.3,tropical storm,0,60,991,NA,NA
Alberto,8,10,0,24.8,-52.6,hurricane,1,65,988,NA,NA
Alberto,8,10,6,26.1,-54,hurricane,1,65,987,NA,NA
Alberto,8,10,12,27.5,-55.3,hurricane,1,65,986,NA,NA
Alberto,8,10,18,28.8,-56.7,hurricane,1,65,984,NA,NA
Alberto,8,11,0,29.9,-57.7,hurricane,1,70,982,NA,NA
Alberto,8,11,6,31.1,-58.4,hurricane,1,75,979,NA,NA
Alberto,8,11,12,32.2,-58.6,hurricane,1,80,976,NA,NA
Alberto,8,11,18,33.3,-58.5,hurricane,2,85,973,NA,NA
Alberto,8,12,0,34.3,-58,hurricane,2,90,970,NA,NA
Alberto,8,12,6,35.1,-56.7,hurricane,3,100,960,NA,NA
Alberto,8,12,12,35.9,-55.3,hurricane,3,110,950,NA,NA
Alberto,8,12,18,36.8,-53.8,hurricane,3,110,954,NA,NA
Alberto,8,13,0,37.4,-52,hurricane,3,105,958,NA,NA
Alberto,8,13,6,38,-50.3,hurricane,2,95,966,NA,NA
Alberto,8,13,12,38.4,-48.3,hurricane,2,85,973,NA,NA
Alberto,8,13,18,38.8,-46.3,hurricane,1,75,980,NA,NA
Alberto,8,14,0,39,-44.2,hurricane,1,65,987,NA,NA
Alberto,8,14,6,39.1,-42.2,tropical storm,0,60,991,NA,NA
Alberto,8,14,12,39.1,-40.6,tropical storm,0,55,994,NA,NA
Alberto,8,14,18,39.1,-39.3,tropical storm,0,50,997,NA,NA
Alberto,8,15,0,38.9,-38.5,tropical storm,0,45,1000,NA,NA
Alberto,8,15,6,38.3,-38.5,tropical storm,0,45,1001,NA,NA
Alberto,8,15,12,37.3,-38.5,tropical storm,0,45,1002,NA,NA
Alberto,8,15,18,36.6,-38.9,tropical storm,0,40,1002,NA,NA
Alberto,8,16,0,36.1,-39.4,tropical storm,0,40,1003,NA,NA
Alberto,8,16,6,35.4,-40.2,tropical storm,0,40,1003,NA,NA
