name,month,day,hour,lat,long,status,category,wind,pressure,ts_diameter,hu_diameter
Bonnie,8,14,0,12.7,-35.5,tropical depression,-1,25,1010,NA,NA
Bonnie,8,14,6,13.5,-36.6,tropical depression,-1,30,1008,NA,NA
Bonnie,8,14,12,14.7,-37.3,tropical storm,0,35,1005,NA,NA
Bonnie,8,14,18,15.7,-37.5,tropical storm,0,45,1000,NA,NA
Bonnie,8,15,0,16.7,-37.8,tropical storm,0,45,1000,NA,NA
Bonnie,8,15,6,17.7,-37.9,tropical storm,0,45,1000,NA,NA
Bonnie,8,15,12,18.8,-38.1,tropical storm,0,45,1000,NA,NA
Bonnie,8,15,18,20.4,-38.5,tropical storm,0,55,995,NA,NA
Bonnie,8,16,0,22,-38.7,hurricane,1,75,985,NA,NA
Bonnie,8,16,6,23.7,-38.9,hurricane,2,85,975,NA,NA
Bonnie,8,16,12,24.8,-39.1,hurricane,2,85,975,NA,NA
Bonnie,8,16,18,25.8,-39.4,hurricane,2,85,975,NA,NA
Bonnie,8,17,0,27,-39.7,hurricane,1,75,985,NA,NA
Bonnie,8,17,6,28,-40,hurricane,1,65,990,NA,NA
Bonnie,8,17,12,29,-40.3,hurricane,1,65,990,NA,NA
Bonnie,8,17,18,30,-40.5,hurricane,1,65,990,NA,NA
Bonnie,8,18,0,31.1,-40.5,hurricane,1,65,990,NA,NA
Bonnie,8,18,6,32.4,-40.5,hurricane,1,65,990,NA,NA
Bonnie,8,18,12,34,-40.5,hurricane,1,65,990,NA,NA
Bonnie,8,18,18,35.9,-40.5,hurricane,1,65,990,NA,NA
Bonnie,8,19,0,38.2,-40.2,hurricane,1,65,990,NA,NA
Bonnie,8,19,6,41.9,-39.8,hurricane,1,65,990,NA,NA
Bonnie,8,19,12,46.5,-38.4,hurricane,1,65,995,NA,NA
Charley,8,23,0,39.6,-65.9,hurricane,1,65,992,NA,NA
Charley,8,23,6,38.9,-66.7,hurricane,1,70,990,NA,NA
