name,month,day,hour,lat,long,status,category,wind,pressure,ts_diameter,hu_diameter
Amy,6,27,0,27.5,-79,tropical depression,-1,25,1013,NA,NA
Amy,6,27,6,28.5,-79,tropical depression,-1,25,1013,NA,NA
Amy,6,27,12,29.5,-79,tropical depression,-1,25,1013,NA,NA
Amy,6,27,18,30.5,-79,tropical depression,-1,25,1013,NA,NA
Amy,6,28,0,31.5,-78.8,tropical depression,-1,25,1012,NA,NA
Amy,6,28,6,32.4,-78.7,tropical depression,-1,25,1012,NA,NA
Amy,6,28,12,33.3,-78,tropical depression,-1,25,1011,NA,NA
Amy,6,28,18,34,-77,tropical depression,-1,30,1006,NA,NA
Amy,6,29,0,34.4,-75.8,tropical storm,0,35,1004,NA,NA
Amy,6,29,6,34,-74.8,tropical storm,0,40,1002,NA,NA
Amy,6,29,12,33.8,-73.8,tropical storm,0,45,1000,NA,NA
Amy,6,29,18,33.8,-72.8,tropical storm,0,50,998,NA,NA
Amy,6,30,0,34.3,-71.6,tropical storm,0,50,998,NA,NA
Amy,6,30,6,35.6,-70.8,tropical storm,0,55,998,NA,NA
Amy,6,30,12,35.9,-70.5,tropical storm,0,60,987,NA,NA
Amy,6,30,18,36.2,-70.2,tropical storm,0,60,987,NA,NA
Amy,7,1,0,36.2,-69.8,tropical storm,0,60,984,NA,NA
Amy,7,1,6,36.2,-69.4,tropical storm,0,60,984,NA,NA
Amy,7,1,12,36.2,-68.3,tropical storm,0,60,984,NA,NA
Amy,7,1,18,36.7,-67.2,tropical storm,0,60,984,NA,NA
Amy,7,2,0,37.4,-66.7,tropical storm,0,60,984,NA,NA
Amy,7,2,6,37.3,-65.9,tropical storm,0,60,984,NA,NA
Amy,7,2,12,37.3,-65.1,tropical storm,0,60,981,NA,NA
Amy,7,2,18,37.3,-64.1,tropical storm,0,60,986,NA,NA
Amy,7,3,0,37.7,-62.8,tropical storm,0,55,986,NA,NA
Amy,7,3,6,38.2,-61.2,tropical storm,0,55,986,NA,NA
Amy,7,3,12,39.3,-59.6,tropical storm,0,55,986,NA,NA
Amy,7,3,18,40.5,-58,tropical storm,0,50,986,NA,NA
Amy,7,4,0,42.5,-54.8,tropical storm,0,50,986,NA,NA
Amy,7,4,6,44.5,-51.6,tropical storm,0,50,986,NA,NA
Caroline,8,24,12,22.4,-69.8,tropical depression,-1,25,1011,NA,NA
Caroline,8,24,18,21.9,-71.1,tropical depression,-1,25,1011,NA,NA
Caroline,8,25,0,21.6,-72.5,tropical depression,-1,25,1010,NA,NA
Caroline,8,25,6,21.2,-73.8,tropical depression,-1,25,1010,NA,NA
Caroline,8,25,12,20.9,-75.1,tropical depression,-1,25,1011,NA,NA
Caroline,8,25,18,20.6,-76.4,tropical depression,-1,25,1011,NA,NA
Caroline,8,26,0,20.4,-77.7,tropical depression,-1,25,1011,NA,NA
Caroline,8,26,6,20.3,-79,tropical depression,-1,25,1011,NA,NA
Caroline,8,26,12,20.2,-80.3,tropical depression,-1,25,1012,NA,NA
Caroline,8,26,18,20.2,-81.6,tropical depression,-1,25,1012,NA,NA
Caroline,8,27,0,20.4,-82.8,tropical depression,-1,25,1013,NA,NA
Caroline,8,27,6,20.8,-84,tropical depression,-1,25,1013,NA,NA
Caroline,8,27,12,21.1,-85.1,tropical depression,-1,25,1014,NA,NA
Caroline,8,27,18,21.5,-86.3,tropical depression,-1,25,1014,NA,NA
Caroline,8,28,0,22,-87.5,tropical depression,-1,25,1014,NA,NA
Caroline,8,28,6,22.4,-88.8,tropical depression,-1,25,1014,NA,NA
Caroline,8,28,12,22.8,-90.1,tropical depression,-1,25,1013,NA,NA
Caroline,8,28,18,22.9,-91,tropical depression,-1,25,1010,NA,NA
Caroline,8,29,0,23,-91.9,tropical depression,-1,30,1007,NA,NA
Caroline,8,29,6,23.1,-92.6,tropical storm,0,35,1003,NA,NA
Caroline,8,29,12,23.2,-93.2,tropical storm,0,40,999,NA,NA
Caroline,8,29,18,23.2,-93.6,tropical storm,0,50,994,NA,NA
Caroline,8,30,0,23.3,-94.2,hurricane,1,65,990,NA,NA
Caroline,8,30,6,23.5,-94.9,hurricane,1,65,990,NA,NA
Caroline,8,30,12,23.7,-95.6,hurricane,1,65,989,NA,NA
Caroline,8,30,18,23.8,-96.3,hurricane,1,70,987,NA,NA
Caroline,8,31,0,24,-97,hurricane,3,100,973,NA,NA
Caroline,8,31,6,24.1,-97.5,hurricane,3,100,963,NA,NA
Caroline,8,31,12,24.3,-97.8,hurricane,2,90,963,NA,NA
Caroline,8,31,18,24.8,-98,tropical storm,0,55,993,NA,NA
Caroline,9,1,0,25.1,-98.3,tropical depression,-1,30,1000,NA,NA
Caroline,9,1,6,25.2,-98.7,tropical depression,-1,20,1002,NA,NA
Caroline,9,1,12,25.3,-99,tropical depression,-1,20,1002,NA,NA
Doris,8,29,12,34.9,-48.9,tropical storm,0,45,1005,NA,NA
Doris,8,29,18,35.2,-49.1,tropical storm,0,50,1000,NA,NA
Doris,8,30,0,35.3,-48.9,tropical storm,0,55,997,NA,NA
Doris,8,30,6,35.3,-48.5,tropical storm,0,55,997,NA,NA
Doris,8,30,12,35.3,-48,tropical storm,0,55,997,NA,NA
Doris,8,30,18,35,-47.1,tropical storm,0,55,997,NA,NA
Doris,8,31,0,34.9,-46.3,hurricane,1,65,990,NA,NA
Doris,8,31,6,34.8,-45.7,hurricane,1,65,990,NA,NA
Doris,8,31,12,34.7,-45.2,hurricane,1,70,990,NA,NA
Doris,8,31,18,34.6,-44.9,hurricane,1,70,990,NA,NA
Doris,9,1,0,34.5,-44.6,hurricane,1,75,984,NA,NA
