name,month,day,hour,lat,long,status,category,wind,pressure,ts_diameter,hu_diameter
Emily,9,1,12,30.4,-67.3,tropical storm,0,40,996,NA,NA
Emily,9,1,18,31.3,-66.6,tropical storm,0,45,994,NA,NA
Emily,9,2,0,31.9,-65.9,tropical storm,0,50,992,NA,NA
Emily,9,2,6,32.6,-65.1,tropical storm,0,50,990,NA,NA
Emily,9,2,12,33.3,-64.4,tropical storm,0,50,988,NA,NA
Emily,9,2,18,34.1,-64.1,tropical storm,0,55,986,NA,NA
Emily,9,3,0,35,-64,tropical storm,0,55,984,NA,NA
Emily,9,3,6,36,-65,tropical storm,0,60,982,NA,NA
Emily,9,3,12,35,-65.8,tropical storm,0,60,980,NA,NA
Emily,9,3,18,34.2,-65,tropical storm,0,60,978,NA,NA
Emily,9,4,0,34.6,-63.6,hurricane,1,65,976,NA,NA
Emily,9,4,6,35.3,-62.7,hurricane,1,70,974,NA,NA
Emily,9,4,12,36.2,-61.9,hurricane,1,70,972,NA,NA
Emily,9,4,18,37.1,-61.2,hurricane,1,70,971,NA,NA
Emily,9,5,0,38.2,-60.9,hurricane,1,75,970,NA,NA
Emily,9,5,6,38.6,-60.8,hurricane,1,75,968,NA,NA
Emily,9,5,12,39,-60.8,hurricane,1,75,967,NA,NA
Emily,9,5,18,39.4,-59.9,hurricane,1,80,966,NA,NA
Emily,9,6,0,39.9,-59,hurricane,1,80,967,NA,NA
Emily,9,6,6,40.3,-58.4,hurricane,1,80,968,NA,NA
Emily,9,6,12,40.8,-58,hurricane,1,80,970,NA,NA
Emily,9,6,18,41.2,-57.4,hurricane,1,75,971,NA,NA
Emily,9,7,0,41.6,-56.8,hurricane,1,75,972,NA,NA
Emily,9,7,6,41.9,-55.9,hurricane,1,70,974,NA,NA
Emily,9,7,12,42,-55,hurricane,1,70,976,NA,NA
Emily,9,7,18,42.3,-54.1,hurricane,1,65,978,NA,NA
Emily,9,8,0,42.7,-53.4,tropical storm,0,60,982,NA,NA
Emily,9,8,6,42.9,-52.5,tropical storm,0,60,984,NA,NA
Emily,9,8,12,42.2,-51.9,tropical storm,0,55,986,NA,NA
Emily,9,8,18,41.7,-51.2,tropical storm,0,55,988,NA,NA
Emily,9,9,0,41,-50.2,tropical storm,0,55,990,NA,NA
Emily,9,9,6,40.9,-49.1,tropical storm,0,50,991,NA,NA
Emily,9,9,12,40.9,-47.9,tropical storm,0,50,992,NA,NA
Emily,9,9,18,41,-46.9,tropical storm,0,50,993,NA,NA
Emily,9,10,0,41.2,-45.9,tropical storm,0,45,995,NA,NA
Emily,9,10,6,41.9,-45.1,tropical storm,0,40,998,NA,NA
Emily,9,10,12,42.5,-44.8,tropical storm,0,40,1000,NA,NA
Emily,9,10,18,42.7,-44,tropical storm,0,40,1001,NA,NA
Emily,9,11,0,42.2,-43.3,tropical storm,0,40,1002,NA,NA
Emily,9,11,6,42.1,-42.7,tropical storm,0,35,1004,NA,NA
Emily,9,11,12,42.2,-42,tropical storm,0,35,1005,NA,NA
Floyd,9,3,12,16.2,-60.3,tropical depression,-1,20,1010,NA,NA
Floyd,9,3,18,16.7,-61.1,tropical depression,-1,20,1010,NA,NA
Floyd,9,4,0,17.3,-61.9,tropical depression,-1,20,1009,NA,NA
Floyd,9,4,6,18,-62.6,tropical depression,-1,20,1008,NA,NA
Floyd,9,4,12,18.6,-63.3,tropical depression,-1,30,1006,NA,NA
Floyd,9,4,18,19,-64,tropical storm,0,35,1004,NA,NA
Floyd,9,5,0,19.5,-64.7,tropical storm,0,45,1002,NA,NA
Floyd,9,5,6,20.1,-65.5,tropical storm,0,50,1000,NA,NA
Floyd,9,5,12,20.9,-66.2,tropical storm,0,60,999,NA,NA
Floyd,9,5,18,21.7,-67.1,hurricane,1,70,997,NA,NA
Floyd,9,6,0,22.6,-67.7,hurricane,1,80,994,NA,NA
Floyd,9,6,6,23.6,-68.6,hurricane,2,85,991,NA,NA
Floyd,9,6,12,24.5,-69.1,hurricane,2,90,988,NA,NA
Floyd,9,6,18,25.5,-69.1,hurricane,2,95,985,NA,NA
Floyd,9,7,0,26.4,-69.1,hurricane,3,100,981,NA,NA
Floyd,9,7,6,27.5,-68.9,hurricane,3,100,978,NA,NA
Floyd,9,7,12,28.4,-68.5,hurricane,3,100,975,NA,NA
Floyd,9,7,18,29.3,-67.8,hurricane,3,100,975,NA,NA
Floyd,9,8,0,29.9,-67.2,hurricane,2,95,989,NA,NA
Floyd,9,8,6,30.6,-66.5,hurricane,2,90,995,NA,NA
Floyd,9,8,12,31.4,-65.6,hurricane,2,85,998,NA,NA
Floyd,9,8,18,32,-64.7,tropical storm,0,60,1003,NA,NA
Floyd,9,9,0,32.9,-63,tropical storm,0,50,1005,NA,NA
Floyd,9,9,6,33.7,-60.7,tropical storm,0,45,1007,NA,NA
Floyd,9,9,12,34.2,-58.5,tropical storm,0,45,1007,NA,NA
Floyd,9,9,18,33.8,-56.3,tropical storm,0,40,1007,NA,NA
Floyd,9,10,0,33.5,-54,tropical storm,0,40,1007,NA,NA
Floyd,9,10,6,33.6,-51.3,tropical storm,0,40,1007,NA,NA
Floyd,9,10,12,34,-48.7,tropical storm,0,40,1008,NA,NA
Floyd,9,10,18,34,-46.4,tropical storm,0,40,1008,NA,NA
Floyd,9,11,0,33.8,-44.1,tropical storm,0,40,1008,NA,NA
Floyd,9,11,6,34.5,-41.7,tropical storm,0,40,1008,NA,NA
Floyd,9,11,12,35.5,-39.7,tropical storm,0,40,1008,NA,NA
Floyd,9,11,18,36.6,-38.3,tropical storm,0,40,1008,NA,NA
Floyd,9,12,0,37.6,-36.9,tropical storm,0,40,1009,NA,NA
Floyd,9,12,6,39,-35.2,tropical storm,0,40,1009,NA,NA
Floyd,9,12,12,40.6,-33.4,tropical storm,0,35,1009,NA,NA
Gert,9,7,0,14.8,-54,tropical depression,-1,25,1013,NA,NA
Gert,9,7,6,14.9,-55.7,tropical depression,-1,30,1012,NA,NA
Gert,9,7,12,15.1,-57.4,tropical depression,-1,30,1012,NA,NA
Gert,9,7,18,15.3,-59,tropical depression,-1,30,1010,NA,NA
Gert,9,8,0,15.6,-60.6,tropical storm,0,40,1008,NA,NA
Gert,9,8,6,16.1,-62.3,tropical storm,0,45,1005,NA,NA
Gert,9,8,12,16.8,-64,tropical storm,0,50,1002,NA,NA
Gert,9,8,18,17.8,-65.4,tropical storm,0,50,1004,NA,NA
Gert,9,9,0,18.9,-66.9,tropical storm,0,45,1006,NA,NA
Gert,9,9,6,19.6,-68.3,tropical storm,0,40,1009,NA,NA
Gert,9,9,12,20.3,-70,tropical storm,0,35,1011,NA,NA
Gert,9,9,18,21.3,-71.7,tropical storm,0,35,1012,NA,NA
Gert,9,10,0,22.1,-72.8,tropical storm,0,40,1010,NA,NA
Gert,9,10,6,22.7,-73.7,tropical storm,0,50,1008,NA,NA
Gert,9,10,12,23.7,-74.5,tropical storm,0,60,1001,NA,NA
Gert,9,10,18,24.8,-74.4,hurricane,1,70,996,NA,NA
Gert,9,11,0,26.3,-73.9,hurricane,1,80,993,NA,NA
Gert,9,11,6,27.7,-73,hurricane,2,85,990,NA,NA
Gert,9,11,12,29,-72,hurricane,2,90,988,NA,NA
Gert,9,11,18,30.2,-70.9,hurricane,2,90,988,NA,NA
Gert,9,12,0,31.5,-69.6,hurricane,2,90,989,NA,NA
Gert,9,12,6,32.5,-68.5,hurricane,2,90,990,NA,NA
Gert,9,12,12,33.4,-67.1,hurricane,2,85,992,NA,NA
Gert,9,12,18,34.1,-65.6,hurricane,1,70,997,NA,NA
Gert,9,13,0,34.9,-63.5,tropical storm,0,60,1002,NA,NA
Gert,9,13,6,35.8,-60.7,tropical storm,0,55,1006,NA,NA
Gert,9,13,12,36.8,-57,tropical storm,0,50,1008,NA,NA
Gert,9,13,18,37.7,-53.2,tropical storm,0,45,1010,NA,NA
Gert,9,14,0,38.3,-49.4,tropical storm,0,40,1010,NA,NA
Gert,9,14,6,38.8,-45.6,tropical storm,0,40,1011,NA,NA
Gert,9,14,12,39.2,-41.9,tropical storm,0,35,1012,NA,NA
Gert,9,14,18,39.6,-38.6,tropical depression,-1,30,1012,NA,NA
Gert,9,15,0,39.9,-35.3,tropical depression,-1,30,1012,NA,NA
Gert,9,15,6,40.1,-33,tropical depression,-1,25,1012,NA,NA
Gert,9,15,12,40.3,-30.7,tropical depression,-1,25,1012,NA,NA
Gert,9,15,18,40.5,-28.2,tropical depression,-1,20,1012,NA,NA
Harvey,9,11,18,14,-49,tropical depression,-1,25,1009,NA,NA
Harvey,9,12,0,15.4,-50.7,tropical depression,-1,25,1006,NA,NA
Harvey,9,12,6,17.1,-52.7,tropical depression,-1,25,1003,NA,NA
Harvey,9,12,12,18.4,-54.7,tropical depression,-1,30,1001,NA,NA
Harvey,9,12,18,19.4,-56.3,tropical storm,0,40,995,NA,NA
Harvey,9,13,0,20.2,-57.8,hurricane,1,70,990,NA,NA
Harvey,9,13,6,21.2,-59.3,hurricane,1,70,985,NA,NA
Harvey,9,13,12,22.2,-60.6,hurricane,1,75,983,NA,NA
Harvey,9,13,18,23.1,-61.4,hurricane,1,80,980,NA,NA
Harvey,9,14,0,24.1,-62,hurricane,2,85,978,NA,NA
Harvey,9,14,6,25.2,-62.5,hurricane,2,90,976,NA,NA
Harvey,9,14,12,26.4,-62.7,hurricane,2,95,960,NA,NA
Harvey,9,14,18,27.6,-62.8,hurricane,3,110,952,NA,NA
Harvey,9,15,0,28.4,-62.6,hurricane,4,115,946,NA,NA
Harvey,9,15,6,29.5,-62.3,hurricane,3,110,952,NA,NA
Harvey,9,15,12,30.8,-61.2,hurricane,3,105,958,NA,NA
Harvey,9,15,18,32.1,-60.3,hurricane,3,100,963,NA,NA
Harvey,9,16,0,33.2,-59.2,hurricane,2,90,970,NA,NA
Harvey,9,16,6,34.2,-58,hurricane,2,85,975,NA,NA
Harvey,9,16,12,34.9,-56.8,hurricane,1,80,980,NA,NA
Harvey,9,16,18,35.3,-55.7,hurricane,1,65,990,NA,NA
Harvey,9,17,0,35.7,-54.8,hurricane,1,65,991,NA,NA
Harvey,9,17,6,35.9,-53.8,hurricane,1,65,992,NA,NA
Harvey,9,17,12,36.2,-52.7,hurricane,1,65,993,NA,NA
Harvey,9,17,18,36.5,-51.3,hurricane,1,65,995,NA,NA
Harvey,9,18,0,37.1,-49.9,hurricane,1,65,996,NA,NA
Harvey,9,18,6,37.5,-48.2,hurricane,1,65,997,NA,NA
Harvey,9,18,12,37.9,-46.8,tropical storm,0,55,998,NA,NA
Harvey,9,18,18,38.3,-45.2,tropical storm,0,45,1002,NA,NA
Harvey,9,19,0,38.5,-43,tropical storm,0,35,1005,NA,NA
Katrina,11,3,0,16.9,-81.2,tropical depression,-1,25,1005,NA,NA
Katrina,11,3,6,17.2,-81.3,tropical depression,-1,25,1005,NA,NA
Katrina,11,3,12,17.5,-81.4,tropical depression,-1,25,1004,NA,NA
Katrina,11,3,18,17.8,-81.4,tropical depression,-1,30,1002,NA,NA
Katrina,11,4,0,18.1,-81.4,tropical depression,-1,30,1001,NA,NA
Katrina,11,4,6,18.3,-81.4,tropical storm,0,35,1000,NA,NA
