name,month,day,hour,lat,long,status,category,wind,pressure,ts_diameter,hu_diameter
Zeta,1,1,0,25.6,-38.3,tropical storm,0,50,997,201.38649999999998,0
Zeta,1,1,6,25.4,-38.4,tropical storm,0,50,997,201.38649999999998,0
Zeta,1,1,12,25.2,-38.5,tropical storm,0,50,997,230.15599999999998,0
Zeta,1,1,18,25,-38.6,tropical storm,0,55,994,195.6326,0
Zeta,1,2,0,24.6,-38.9,tropical storm,0,55,994,189.87869999999998,0
Zeta,1,2,6,24.3,-39.7,tropical storm,0,50,997,184.1248,0
Zeta,1,2,12,23.8,-40.4,tropical storm,0,45,1000,184.1248,0
Zeta,1,2,18,23.6,-40.8,tropical storm,0,50,997,184.1248,0
Zeta,1,3,0,23.4,-41,tropical storm,0,55,994,201.38649999999998,0
Zeta,1,3,6,23.3,-41.3,tropical storm,0,55,994,201.38649999999998,0
Zeta,1,3,12,23.2,-41.6,tropical storm,0,55,994,201.38649999999998,0
Zeta,1,3,18,23,-42.1,tropical storm,0,55,994,201.38649999999998,0
Zeta,1,4,0,22.6,-42.4,tropical storm,0,55,994,230.15599999999998,0
Zeta,1,4,6,22.1,-42.9,tropical storm,0,50,997,230.15599999999998,0
Zeta,1,4,12,21.9,-43.6,tropical storm,0,45,1000,201.38649999999998,0
Zeta,1,4,18,21.7,-44.6,tropical storm,0,40,1002,172.617,0
Zeta,1,5,0,21.7,-45.6,tropical storm,0,35,1005,115.07799999999999,0
Zeta,1,5,6,21.9,-46.6,tropical storm,0,35,1005,115.07799999999999,0
Zeta,1,5,12,22.2,-47.3,tropical storm,0,35,1006,115.07799999999999,0
Zeta,1,5,18,22.7,-47.9,tropical storm,0,35,1007,103.57019999999999,0
Zeta,1,6,0,23,-48.4,tropical storm,0,35,1007,86.3085,0
Zeta,1,6,6,23.1,-49,tropical depression,-1,30,1007,0,0
Zeta,1,6,12,23.1,-49.6,tropical depression,-1,30,1008,0,0
Alberto,6,10,6,20,-85,tropical depression,-1,25,1004,0,0
Alberto,6,10,12,21,-85.3,tropical depression,-1,30,1003,0,0
Alberto,6,10,18,21.9,-85.7,tropical depression,-1,30,1003,0,0
Alberto,6,11,0,22.5,-86.3,tropical storm,0,35,1003,115.07799999999999,0
Alberto,6,11,6,23.1,-87.1,tropical storm,0,35,1003,115.07799999999999,0
Alberto,6,11,12,23.6,-87.8,tropical storm,0,40,1002,172.617,0
Alberto,6,11,18,24.3,-87.8,tropical storm,0,40,1004,230.15599999999998,0
Alberto,6,12,0,25,-87.8,tropical storm,0,40,1004,230.15599999999998,0
Alberto,6,12,6,25.8,-87.4,tropical storm,0,45,1004,230.15599999999998,0
Alberto,6,12,12,26.8,-86.3,tropical storm,0,60,1000,230.15599999999998,0
Alberto,6,12,18,27.5,-85.4,tropical storm,0,60,997,241.66379999999998,0
Alberto,6,13,0,28,-85,tropical storm,0,60,995,230.15599999999998,0
Alberto,6,13,6,28.8,-84.4,tropical storm,0,55,995,241.66379999999998,0
Alberto,6,13,12,29.5,-84.1,tropical storm,0,45,996,184.1248,0
Alberto,6,13,16,29.9,-83.7,tropical storm,0,40,998,NA,NA
Alberto,6,13,18,30.3,-83.5,tropical storm,0,35,997,172.617,0
Alberto,6,14,0,31.3,-82.8,tropical storm,0,35,1001,149.60139999999998,0
Alberto,6,14,6,32.8,-81.9,tropical depression,-1,30,1003,0,0
AL022006,7,17,6,39.1,-66.4,tropical depression,-1,30,1008,0,0
AL022006,7,17,12,40,-65.1,tropical storm,0,40,1003,69.04679999999999,0
AL022006,7,17,18,41.1,-63.7,tropical storm,0,45,998,69.04679999999999,0
AL022006,7,18,0,42.4,-62.1,tropical storm,0,40,999,69.04679999999999,0
AL022006,7,18,6,43.7,-60.1,tropical storm,0,35,1004,69.04679999999999,0
